,OverallPlantYield_bbl_day,OverallPlantEnergyEfficiency_%,TotalRevenue_$,TotalCost_$
2023-02-18 13:00:00,2389.861530145252,1704.0865965159696,191188.92241162015,63915.94509878656
2023-02-18 14:00:00,2493.38238577423,1717.1861392964595,199470.5908619384,66634.93381042415
2023-02-18 15:00:00,2247.337230689864,1527.0481228348485,179786.97845518912,59013.10002842812
2023-02-18 16:00:00,2303.5520351563014,1575.7510394955998,184284.1628125041,60425.737275398045
2023-02-18 17:00:00,1884.990304941952,1914.0459910746713,150799.22439535617,53248.19735684883
2023-02-18 18:00:00,1914.3189202358915,1948.9463776978696,153145.5136188713,54677.08503533203
2023-02-18 19:00:00,2402.0781420376384,1603.9699507070925,192166.25136301108,63889.936064282745
2023-02-18 20:00:00,2246.182213411821,1533.8560962404913,179694.57707294569,56965.771317002174
2023-02-18 21:00:00,2143.7925358923685,1646.1690149912506,171503.40287138947,58515.23080391063
2023-02-18 22:00:00,2293.607288936154,1858.8248021890743,183488.5831148923,62899.64666559304
2023-02-18 23:00:00,2439.3819135102044,1696.2001084852457,195150.55308081635,65521.22653669645
2023-02-19 00:00:00,2637.929788329534,1502.1507348146695,211034.3830663627,69606.21786657802
2023-02-19 01:00:00,2110.9446877444543,1747.090057942359,168875.57501955633,54107.88930585496
2023-02-19 02:00:00,2178.6522135196597,1606.941342621123,174292.17708157277,60023.273699061436
2023-02-19 03:00:00,2024.553563026317,1825.5682027255689,161964.28504210536,58206.05479286026
2023-02-19 04:00:00,2269.7212448528244,1434.8576143187672,181577.69958822595,58195.10860438862
2023-02-19 05:00:00,2422.4666895171013,1734.5706973711112,193797.3351613681,65935.67027930114
2023-02-19 06:00:00,2231.5505235683695,1725.0327911409506,178524.04188546957,62062.03088111839
2023-02-19 07:00:00,2007.938708481057,1601.6962925286489,160635.09667848455,52880.035642048446
2023-02-19 08:00:00,2479.7012578226313,1649.946147214576,198376.1006258105,65997.24972716361
2023-02-19 09:00:00,2078.409337127486,1843.9531531893585,166272.7469701989,58263.54835238735
2023-02-19 10:00:00,2449.029927644026,1571.472710373597,195922.39421152207,64593.774118244866
2023-02-19 11:00:00,2332.8489008909064,1944.6365292907035,186627.9120712725,65800.38557640272
2023-02-19 12:00:00,1919.9876754253032,1920.716322529903,153599.01403402427,54420.583939674514
2023-02-19 13:00:00,2283.455324805246,1640.520263179694,182676.4259844197,60862.395975333966
2023-02-19 14:00:00,2397.382747389929,1784.740952506404,191790.61979119433,63817.85787305326
2023-02-19 15:00:00,2642.3469933355263,1639.720037064878,211387.7594668421,69573.6393239797
2023-02-19 16:00:00,2400.0988392860627,1740.4375903239606,192007.90714288503,65427.41240934296
2023-02-19 17:00:00,2234.970864613837,1846.9107596842737,178797.66916910696,61664.13951261936
2023-02-19 18:00:00,2190.122773255786,1865.7199412215668,175209.82186046286,61255.99487279932
2023-02-19 19:00:00,2099.8785914153596,1802.2927634243474,167990.28731322876,57062.58875216991
2023-02-19 20:00:00,2182.857282260553,1726.430743973106,174628.58258084423,59240.59513361931
2023-02-19 21:00:00,1912.0769623206688,2028.716724368029,152966.1569856535,54771.23553706428
2023-02-19 22:00:00,2440.2392116839446,1669.8660424442412,195219.13693471556,64798.84860604867
2023-02-19 23:00:00,2447.834181721729,1592.6127901662783,195826.73453773832,63782.35677117943
2023-02-20 00:00:00,2082.0395146730134,1830.2104723311243,166563.16117384107,57370.63726883834
2023-02-20 01:00:00,2283.697251851619,1651.1848648817488,182695.78014812953,59405.125057368045
2023-02-20 02:00:00,2315.186525875625,1654.9353872082615,185214.92207005003,62479.43474099519
2023-02-20 03:00:00,2345.0049032639363,1577.7762305954247,187600.3922611149,59597.01297196993
2023-02-20 04:00:00,2118.885393495235,1998.668385498145,169510.8314796188,59626.33476549915
2023-02-20 05:00:00,2183.123748592589,1854.757885486887,174649.8998874071,60833.409025306944
2023-02-20 06:00:00,2266.885871419103,1650.4301475795255,181350.86971352823,60441.00556380887
2023-02-20 07:00:00,2401.3141949514375,1764.3266537511224,192105.135596115,64502.75325469573
2023-02-20 08:00:00,2230.902606472939,1875.6752882754608,178472.20851783513,60937.11530328486
2023-02-20 09:00:00,2252.5381450308096,1920.4138246221842,180203.05160246475,64525.4678720128
2023-02-20 10:00:00,2212.1814597250946,1755.1647214123843,176974.51677800756,59510.29142849357
2023-02-20 11:00:00,2077.2495724314167,1931.733261273747,166179.96579451335,56526.62037700551
2023-02-20 12:00:00,2211.0956016529576,1859.0271414722993,176887.64813223662,61489.551766792625
2023-02-20 13:00:00,2031.1494438514042,1710.6138474250972,162491.95550811233,53307.9057433393
2023-02-20 14:00:00,2525.3005156033464,1625.4278794134852,202024.04124826772,65404.255851685855
2023-02-20 15:00:00,2453.4155498557666,1797.9656124639955,196273.24398846133,67225.27003080735
2023-02-20 16:00:00,2629.997365630805,1680.6550813844858,210399.78925046438,69366.17626926469
2023-02-20 17:00:00,2154.0312337857376,1740.0097412086052,172322.498702859,61187.58388527248
2023-02-20 18:00:00,2184.6602262764604,1782.355445874368,174772.81810211684,60729.05246626539
2023-02-20 19:00:00,2439.4465687230104,1694.9602919343392,195155.72549784085,65118.59846881965
2023-02-20 20:00:00,2130.6749317867207,1615.441130207574,170453.99454293767,55831.92125075926
2023-02-20 21:00:00,2139.894945391576,1898.248595849614,171191.59563132608,59754.54331848501
2023-02-20 22:00:00,2198.2736211736797,1778.4334308372888,175861.88969389437,58537.48028456958
2023-02-20 23:00:00,2183.373716228761,1966.1147710805008,174669.8972983009,61702.05684315134
2023-02-21 00:00:00,2402.068077698875,1738.1337425643974,192165.44621591002,63951.738917436414
2023-02-21 01:00:00,1901.865601955262,1999.8153505760858,152149.24815642097,54584.416853343486
2023-02-21 02:00:00,2278.324910046066,1581.8040254316368,182265.9928036853,60815.46972351613
2023-02-21 03:00:00,2366.7993483546397,1887.127821797716,189343.94786837118,66047.60002470505
2023-02-21 04:00:00,2485.2314022381165,1649.6021483738762,198818.5121790493,65982.96789898377
2023-02-21 05:00:00,2354.3296694380742,1622.1467581460977,188346.37355504592,61567.335937476964
2023-02-21 06:00:00,2003.2293572776202,1942.8677179768858,160258.3485822096,58116.346860166006
2023-02-21 07:00:00,2220.8284548646907,1802.2497252068636,177666.27638917527,58695.85347429785
2023-02-21 08:00:00,2503.152000939678,1452.2177780267152,200252.16007517424,62600.23069825716
2023-02-21 09:00:00,2100.5296045994387,1790.6959586058274,168042.3683679551,56030.4802500138
2023-02-21 10:00:00,2035.9806132166623,1924.5633497280028,162878.449057333,57098.96397503166
2023-02-21 11:00:00,2163.3252912527855,1728.5208165561858,173066.02330022285,59576.731188027814
2023-02-21 12:00:00,2001.1837576452272,2049.5648936591897,160094.70061161817,57733.1791524462
2023-02-21 13:00:00,2422.6972954448584,1725.0155120177126,193815.78363558865,64079.01175774038
2023-02-21 14:00:00,2057.5845113889245,1830.7718990970625,164606.76091111396,56549.31280803975
2023-02-21 15:00:00,1906.6989934828048,1861.1902645972737,152535.9194786244,53167.49813373222
2023-02-21 16:00:00,2201.666886483661,1867.4649989431823,176133.3509186929,62682.320180576
2023-02-21 17:00:00,2395.0743985576164,1592.8098762558304,191605.9518846093,60877.74112732496
2023-02-21 18:00:00,2165.7251309917865,1968.8014985015072,173258.01047934292,61168.31968946163
2023-02-21 19:00:00,2062.437633720435,1824.6569696501406,164995.01069763477,56252.77790323355
2023-02-21 20:00:00,2283.01893563277,1766.2101526626466,182641.5148506216,59922.43680851945
2023-02-21 21:00:00,2442.7414058655518,1538.3540119955069,195419.31246924415,64645.76944542428
2023-02-21 22:00:00,2331.2257571018035,1670.1141659377554,186498.06056814428,60588.7450878379
2023-02-21 23:00:00,2176.5865243102526,1953.7475104111159,174126.9219448202,62548.020529085974
2023-02-22 00:00:00,2184.370358607156,1657.759861353841,174749.6286885725,60018.81587979761
2023-02-22 01:00:00,1956.4650131386397,2007.9816755113554,156517.2010510912,53515.14074042436
2023-02-22 02:00:00,2228.606298341322,1704.2231208053604,178288.50386730576,60186.22108469898
2023-02-22 03:00:00,2364.077835656883,1644.7801939580543,189126.22685255064,63400.928410511326
2023-02-22 04:00:00,2169.3861376972045,1841.925516470194,173550.89101577637,59794.36408957453
2023-02-22 05:00:00,2133.170540447123,1870.850852833609,170653.64323576985,58337.84814123085
2023-02-22 06:00:00,2133.8666640572637,1989.6604138555253,170709.33312458108,59360.8865714799
2023-02-22 07:00:00,2325.232787208879,1725.4044637016677,186018.62297671032,62420.64894334301
2023-02-22 08:00:00,2532.672357972911,1714.44879813021,202613.78863783288,66633.39430937881
2023-02-22 09:00:00,2051.254160511588,1957.6067238938585,164100.33284092703,57566.094749548865
2023-02-22 10:00:00,2041.9518389850068,1955.679703600196,163356.14711880055,58656.32886180951
2023-02-22 11:00:00,1897.7828984552416,1988.9373913999364,151822.63187641933,55142.99883444994
2023-02-22 12:00:00,2131.275507640181,1681.828495529794,170502.04061121447,57921.21604193475
2023-02-22 13:00:00,2117.7320103870898,1843.8668096697427,169418.56083096718,57033.64631971654
2023-02-22 14:00:00,2447.225090199324,1680.2985893623986,195778.00721594592,67541.99770094978
2023-02-22 15:00:00,2169.912009274981,1774.1443666876849,173592.96074199845,59632.01514410419
2023-02-22 16:00:00,2418.145513694276,1678.3748981736294,193451.64109554206,66287.62127912973
2023-02-22 17:00:00,2073.76605268824,1986.4367745928726,165901.2842150592,57915.64836193952
2023-02-22 18:00:00,2198.230652265783,1689.5769024936833,175858.45218126266,60733.49857370951
2023-02-22 19:00:00,2169.8229876733158,1747.7033683634452,173585.83901386528,60647.22384092778
2023-02-22 20:00:00,2240.6968746421708,1893.0084310177065,179255.74997137365,59798.57444743784
2023-02-22 21:00:00,2207.9127305622765,1826.5855349162578,176633.01844498212,61996.36542393035
2023-02-22 22:00:00,2302.447445033312,1726.612421625508,184195.79560266493,60689.635176787
2023-02-22 23:00:00,2494.3869957817915,1615.0824804086317,199550.95966254332,63873.59696120796
2023-02-23 00:00:00,2171.439756560235,1700.1336780609884,173715.18052481877,57907.554826251915
2023-02-23 01:00:00,2103.2088757980196,1612.767682017691,168256.71006384157,56618.56046889583
2023-02-23 02:00:00,2190.2363781142662,1674.3826209880372,175218.9102491413,57653.74016283105
2023-02-23 03:00:00,1977.2436017997284,1814.3382754241652,158179.48814397826,55025.936949003364
2023-02-23 04:00:00,2287.513683693529,1600.8972456321085,183001.09469548232,60780.565709057395
2023-02-23 05:00:00,2084.716892282977,1732.4053127647878,166777.35138263815,56323.97697197698
2023-02-23 06:00:00,2225.7699089019716,1886.3516272263591,178061.59271215773,60105.462372747534
2023-02-23 07:00:00,2326.755496655863,1719.386325843903,186140.43973246907,61058.07906924423
2023-02-23 08:00:00,2250.8439853149002,1673.8343398107133,180067.518825192,59208.50722016767
2023-02-23 09:00:00,2280.814820215972,1941.7463698478862,182465.18561727775,63775.004476333466
2023-02-23 10:00:00,2240.8570822359607,1648.3650471679161,179268.56657887687,62041.51039871722
2023-02-23 11:00:00,2096.3481750818496,1976.3377012727424,167707.85400654798,59164.14792624765
2023-02-23 12:00:00,2238.415333082865,1762.6175894462835,179073.2266466292,62942.974463832696
2023-02-23 13:00:00,2341.5221424498286,1645.2034787881696,187321.7713959863,61861.42826654307
2023-02-23 14:00:00,2332.889353803767,1796.735640961612,186631.14830430134,63018.7892240402
2023-02-23 15:00:00,2257.812725608881,1600.2560726638385,180625.01804871048,60649.711773910094
2023-02-23 16:00:00,2167.789239823329,1646.2033350652468,173423.1391858663,59537.03544965114
2023-02-23 17:00:00,2133.653515877096,1972.0427468928058,170692.2812701677,60679.3422881207
2023-02-23 18:00:00,2489.6055430457827,1855.27283055277,199168.4434436626,68699.26526515935
2023-02-23 19:00:00,2004.5845600312541,2181.6684697048836,160366.7648025003,56995.92599730031
2023-02-23 20:00:00,1811.5217938717144,2003.047856451506,144921.74350973716,52646.991729342815
2023-02-23 21:00:00,2090.464393928677,1936.8916931837841,167237.15151429415,59378.31412453272
2023-02-23 22:00:00,1964.131647199336,1804.7190390252745,157130.53177594687,54198.7113066996
2023-02-23 23:00:00,2125.189054784628,1824.1564275438382,170015.1243827702,59361.880843425955
2023-02-24 00:00:00,2178.9567277836577,1578.5462934738669,174316.53822269262,58838.24874409449
2023-02-24 01:00:00,2379.582593664341,1609.9772578406519,190366.60749314728,65125.77966143271
2023-02-24 02:00:00,2282.256266001971,1741.6760088039257,182580.5012801577,61430.82861433019
2023-02-24 03:00:00,1978.2312020920256,1961.807834393387,158258.49616736206,57981.93639863134
2023-02-24 04:00:00,2271.287918735675,1596.4063387241779,181703.03349885397,60787.49344452608
2023-02-24 05:00:00,2171.840161361538,1688.9115003900902,173747.21290892304,58698.06017470437
2023-02-24 06:00:00,2122.5623321093353,1841.8143694136756,169804.98656874683,58775.631734076946
2023-02-24 07:00:00,2080.890296245132,1995.0895128345464,166471.22369961056,57301.93228167933
2023-02-24 08:00:00,2434.379492996696,1577.5120936047622,194750.3594397357,63794.826019170185
2023-02-24 09:00:00,2049.7622672919642,1753.1791119004354,163980.98138335714,56256.75165446215
2023-02-24 10:00:00,1974.8602720787915,1835.9870404065366,157988.82176630333,56000.90574352648
2023-02-24 11:00:00,2194.8707372444605,1645.1281203778076,175589.65897955684,57769.918361928
2023-02-24 12:00:00,2409.4555310259366,1655.9235678399507,192756.44248207493,62214.877007308794
2023-02-24 13:00:00,2152.432307429305,1756.55521742222,172194.58459434443,58982.713349675476
2023-02-24 14:00:00,2338.8916115864076,1722.4879764098541,187111.32892691263,64564.206928737694
2023-02-24 15:00:00,2438.4380566100463,1705.0052887697384,195075.0445288037,67719.70675984796
2023-02-24 16:00:00,2258.3592137712358,1923.3775888100126,180668.73710169888,62609.04414602171
2023-02-24 17:00:00,2502.232450090565,1586.8363190744217,200178.5960072452,66951.52719274015
2023-02-24 18:00:00,2148.3932510848244,1817.5487358295704,171871.46008678596,59650.97602531341
2023-02-24 19:00:00,2642.847402138331,1677.3194108403113,211427.79217106645,70154.08993332308
2023-02-24 20:00:00,2241.2677988124615,1902.4153356184306,179301.42390499692,61756.11713605606
2023-02-24 21:00:00,2578.463437765292,1662.5061276230615,206277.07502122334,67108.42117151812
2023-02-24 22:00:00,2241.6957350826915,1810.2408762658467,179335.65880661533,62830.35927781367
2023-02-24 23:00:00,2210.754086276789,1567.75383203342,176860.32690214313,57901.01119723583
2023-02-25 00:00:00,2065.4533697198904,1759.9978238460992,165236.2695775912,57212.57063506264
2023-02-25 01:00:00,1930.2842584595742,2026.201923394321,154422.74067676594,55710.50927834792
2023-02-25 02:00:00,2139.3945648845943,1912.2557878754787,171151.56519076755,60228.93858970616
2023-02-25 03:00:00,2345.9530721099964,1551.6636326444948,187676.2457687997,61178.48356525802
2023-02-25 04:00:00,2084.2774967234313,1664.3478175594116,166742.1997378745,55888.09381222133
2023-02-25 05:00:00,2159.6464271068853,1812.6648389497782,172771.71416855082,59026.642947251064
2023-02-25 06:00:00,1948.2670461162384,2068.841853736045,155861.36368929906,58692.00042241226
2023-02-25 07:00:00,2383.1134986412803,1662.105486510317,190649.07989130242,63165.757667466445
2023-02-25 08:00:00,2450.881673838834,1664.9865872544544,196070.53390710673,66742.27828220786
2023-02-25 09:00:00,2089.8442047781637,1730.6859995975128,167187.5363822531,56615.44860538136
2023-02-25 10:00:00,2133.4159442667537,1650.1066220529935,170673.2755413403,56834.833982840144
2023-02-25 11:00:00,2183.299546124435,1715.704031141714,174663.9636899548,59851.96960880955
2023-02-25 12:00:00,2103.7861366842235,1819.1136514117527,168302.89093473786,59550.57852271422
2023-02-25 13:00:00,2226.379034239885,1634.0827611580416,178110.32273919083,59821.28609794402
2023-02-25 14:00:00,2085.1486842538757,1751.1347790646578,166811.89474031006,56141.78534905017
2023-02-25 15:00:00,2268.844846511499,1522.5052062664438,181507.58772091992,60639.34433277782
2023-02-25 16:00:00,2094.8485788235866,1684.7647475001502,167587.88630588693,55492.863080299285
2023-02-25 17:00:00,2150.7195589205635,1670.0370813725056,172057.5647136451,57484.86853870727
2023-02-25 18:00:00,2306.9072668771105,1792.6095987221804,184552.58135016885,60793.56866479463
2023-02-25 19:00:00,2197.228733195192,1617.8358949306116,175778.29865561536,58076.626336829286
2023-02-25 20:00:00,2428.3523707238637,1604.061482180414,194268.1896579091,62519.979655698735
2023-02-25 21:00:00,2078.4956139852784,2165.9121404064417,166279.64911882227,61187.84374483125
2023-02-25 22:00:00,2270.317436757196,1863.1642703778355,181625.39494057567,62658.78928962416
2023-02-25 23:00:00,2020.0831436362519,1626.7812814001395,161606.65149090014,53169.97986779563
2023-02-26 00:00:00,2102.63487639837,1779.2087183679296,168210.7901118696,57712.76160902901
2023-02-26 01:00:00,2295.2006599566053,1597.8542370596965,183616.0527965284,59756.725886566695
2023-02-26 02:00:00,2381.6494354183205,1559.800525909771,190531.95483346563,62320.42976794384
2023-02-26 03:00:00,1841.1387409156969,2308.2904271948178,147291.09927325574,54261.94559896822
2023-02-26 04:00:00,2235.1575474813035,1814.468474941746,178812.60379850428,58019.8636081485
2023-02-26 05:00:00,2240.190093481323,1689.4752195130864,179215.20747850585,57466.19954563245
2023-02-26 06:00:00,1944.9386737142408,1954.462208149836,155595.09389713928,55085.197289758136
2023-02-26 07:00:00,2226.9720497600574,1871.3073330478405,178157.7639808046,60631.41382754798
2023-02-26 08:00:00,2139.1307707290725,1824.0000384713167,171130.4616583258,56300.713578784475
2023-02-26 09:00:00,2282.2833460521915,1635.138511842178,182582.6676841753,61664.82501226397
2023-02-26 10:00:00,2527.6774091892726,1692.738607086104,202214.1927351418,66607.88754057034
2023-02-26 11:00:00,2163.040899217208,1868.3994496456075,173043.27193737664,60456.01085968371
2023-02-26 12:00:00,2351.5530583940736,1709.2188212952226,188124.2446715259,61769.38715571628
2023-02-26 13:00:00,2231.334718191285,1773.8079347488192,178506.7774553028,60807.26596391638
2023-02-26 14:00:00,2411.109803735429,1832.2287753031965,192888.78429883433,67256.85341182217
2023-02-26 15:00:00,2588.9057310840217,1646.060390111857,207112.45848672173,69144.1606151947
2023-02-26 16:00:00,2136.6041364538623,1659.5548816082808,170928.33091630897,57128.305681887316
2023-02-26 17:00:00,2185.9442609079138,1609.9809009652352,174875.5408726331,58327.51791264233
2023-02-26 18:00:00,2104.6115153183273,1904.2347567532709,168368.92122546618,59188.6911005256
2023-02-26 19:00:00,2139.944162058218,1517.645287171888,171195.53296465744,55825.092765567606
2023-02-26 20:00:00,2412.1651942517187,1863.4533842021035,192973.2155401375,64949.18908457151
2023-02-26 21:00:00,2269.413543978939,1882.1414747040226,181553.0835183151,61437.685616427654
2023-02-26 22:00:00,2155.7103554797727,1670.0959905426134,172456.8284383818,58617.25018275279
2023-02-26 23:00:00,2162.865451933151,1527.23469200212,173029.23615465206,54016.94451780325
2023-02-27 00:00:00,2401.9033538860876,1546.3025645021498,192152.268310887,61437.534780184054
2023-02-27 01:00:00,2290.0293064151347,1863.7253602471492,183202.34451321076,61788.313941533896
2023-02-27 02:00:00,2116.885420555801,1821.0039519971008,169350.8336444641,58106.93378876972
2023-02-27 03:00:00,1739.45565891683,2149.4124651748416,139156.4527133464,49988.29618907928
2023-02-27 04:00:00,2254.909925030278,1658.8827378930919,180392.79400242225,59072.08023152721
2023-02-27 05:00:00,2101.290043862353,1848.512842341493,168103.20350898823,59690.3415247061
2023-02-27 06:00:00,2000.5243956895038,1889.0515400313732,160041.9516551603,53656.069555915936
2023-02-27 07:00:00,2183.3091642473037,1859.975920853649,174664.7331397843,60204.95538638237
2023-02-27 08:00:00,2482.592365783469,1610.1087760070873,198607.38926267752,65907.12969951582
2023-02-27 09:00:00,2327.165741333004,1738.3907459333325,186173.2593066403,64108.09182039837
2023-02-27 10:00:00,1827.8989060827498,1859.2781366825798,146231.91248661999,51551.10126890635
2023-02-27 11:00:00,2390.0835809765485,1560.1491908137752,191206.68647812388,62862.97049009794
2023-02-27 12:00:00,2367.4342051636513,1453.9040527484494,189394.73641309212,62374.89473269235
2023-02-27 13:00:00,2317.2206722541396,1749.7084747538331,185377.65378033117,63781.55409640291
2023-02-27 14:00:00,2551.8011024396765,1648.5874379823613,204144.08819517412,65553.07867694624
2023-02-27 15:00:00,1929.7975025734554,2055.6751121053494,154383.80020587644,54375.888470262566
2023-02-27 16:00:00,2280.573720308861,1958.6772294887296,182445.8976247089,63136.17212624257
2023-02-27 17:00:00,2036.4039724703375,1926.6893665811913,162912.317797627,55652.63535211596
2023-02-27 18:00:00,2244.9361925562785,1863.295396965935,179594.89540450228,62035.452851716924
2023-02-27 19:00:00,2267.44341145105,1902.7433860257186,181395.472916084,61943.621262551416
2023-02-27 20:00:00,2086.003466858077,1770.5520957573685,166880.27734864617,54691.81779656215
2023-02-27 21:00:00,2264.0807839238273,1677.4288204949275,181126.4627139062,60091.572360661106
2023-02-27 22:00:00,2314.228113710116,1595.853988993745,185138.24909680928,62531.40556528505
2023-02-27 23:00:00,2140.1662057361705,1697.1775725595896,171213.29645889363,57477.14013524863
2023-02-28 00:00:00,2189.4718328590043,1649.0224498313196,175157.74662872034,56840.21542415643
2023-02-28 01:00:00,2213.191156978713,1536.679482479429,177055.29255829705,58409.04822667115
2023-02-28 02:00:00,2220.6590105761957,1756.9548810264741,177652.72084609565,60997.14435426556
2023-02-28 03:00:00,2143.5319474193184,1615.803538950846,171482.55579354547,57865.36242142148
2023-02-28 04:00:00,2419.060919392876,1703.3008039123786,193524.87355143006,62526.195604442844
2023-02-28 05:00:00,2426.359252582098,1503.2102161300027,194108.74020656786,65048.9527122687
2023-02-28 06:00:00,2697.4837296152145,1660.7599157731902,215798.69836921716,71025.77359221797
2023-02-28 07:00:00,1896.751653069739,1932.904527452322,151740.13224557912,54456.156615144326
2023-02-28 08:00:00,2338.1141112220766,1724.856798355944,187049.12889776612,62969.60197954987
2023-02-28 09:00:00,2071.767480713891,1824.4821891283475,165741.39845711127,58359.686038110376
2023-02-28 10:00:00,2246.601822010747,1836.7954000120765,179728.14576085977,62673.46839079357
2023-02-28 11:00:00,2145.7518267588644,1669.239930845552,171660.14614070914,59587.83218934681
2023-02-28 12:00:00,2342.4709048808095,1628.1206392084048,187397.67239046475,60015.846763692
2023-02-28 13:00:00,2184.2315986537596,1762.410492028415,174738.52789230077,59386.831956675334
2023-02-28 14:00:00,1937.8675413871265,2163.260559893934,155029.4033109701,55653.97997654514
2023-02-28 15:00:00,2122.9984514132025,1625.3988958192097,169839.8761130562,58402.2057867515
2023-02-28 16:00:00,2282.7963223683,1648.690856218768,182623.705789464,61331.10630406557
2023-02-28 17:00:00,2241.771121655187,1645.8150060813018,179341.68973241496,60046.59736654085
2023-02-28 18:00:00,2199.1637697503847,1901.2502993217204,175933.10158003078,61452.85374368042
2023-02-28 19:00:00,2662.870091566646,1454.7279894435565,213029.60732533166,68500.25827142369
2023-02-28 20:00:00,2430.244563494393,1570.0944466241444,194419.56507955142,63277.82968504038
2023-02-28 21:00:00,2206.657722768177,1987.8155862228464,176532.61782145416,61611.12865993755
2023-02-28 22:00:00,2001.070791158571,1800.2941344127055,160085.66329268567,55332.018007934355
2023-02-28 23:00:00,2304.309085315078,1629.018851722325,184344.72682520625,61198.65998065083
2023-03-01 00:00:00,2300.4229850955307,1877.3860128014,184033.83880764246,64581.1309871063
2023-03-01 01:00:00,2169.683109581214,1700.5618466421374,173574.64876649712,57417.859279168115
2023-03-01 02:00:00,2179.345668414265,1813.6719095054566,174347.65347314122,59905.49659916882
2023-03-01 03:00:00,2520.7952934196746,1667.8809595535402,201663.62347357397,68978.82791936432
2023-03-01 04:00:00,2208.993577315505,1828.6679430595,176719.48618524038,58536.40162577556
2023-03-01 05:00:00,1988.79921977504,1909.8098493616092,159103.9375820032,56289.87008578311
2023-03-01 06:00:00,2403.97578625058,1639.1235169996112,192318.06290004638,63750.29018312455
2023-03-01 07:00:00,2259.7895711887077,1798.0900628567415,180783.1656950966,60477.6619419949
2023-03-01 08:00:00,2563.1453181446377,1545.7714110149607,205051.62545157102,66611.15810778463
2023-03-01 09:00:00,2272.397331633415,1798.8967532105307,181791.7865306732,61651.42359778227
2023-03-01 10:00:00,2552.7013686908767,1691.9948710811127,204216.10949527012,68324.7298759972
2023-03-01 11:00:00,2266.0336786513158,1707.051522514012,181282.69429210527,60807.82708837386
2023-03-01 12:00:00,2370.016568057491,1737.1528514404592,189601.32544459926,64096.51680794779
2023-03-01 13:00:00,2102.8308921604566,1798.1609902726486,168226.47137283653,57589.496158342685
2023-03-01 14:00:00,2366.2463968691814,1710.122442436165,189299.7117495345,61152.972988468806
2023-03-01 15:00:00,2248.329820540501,1757.1563410440174,179866.38564324006,61122.3781348336
2023-03-01 16:00:00,2259.56795362705,1394.727083323988,180765.436290164,58862.65211715358
2023-03-01 17:00:00,2252.2339620554358,1715.9119984963645,180178.71696443486,60557.45115059659
2023-03-01 18:00:00,2206.517583036562,2020.5914284615853,176521.40664292497,61321.17632856241
2023-03-01 19:00:00,2268.03700597123,1799.541017109545,181442.9604776984,60326.75321472692
2023-03-01 20:00:00,2253.9634568896645,1739.9996818966506,180317.07655117317,59917.28056455106
2023-03-01 21:00:00,2173.671368087987,1784.333204627563,173893.70944703897,58316.48270188482
2023-03-01 22:00:00,2279.6653391483505,1557.0170375173777,182373.22713186804,60194.575309429696
2023-03-01 23:00:00,2414.9347686853935,1713.8613086413827,193194.7814948315,63279.57158444387
2023-03-02 00:00:00,2080.5853548755135,1936.1849545206294,166446.82839004108,58035.048342918366
2023-03-02 01:00:00,2009.2838642905494,1821.632833045084,160742.70914324396,56789.31774735801
2023-03-02 02:00:00,2086.8946925061578,1972.1487792153748,166951.5754004926,58970.97477874893
2023-03-02 03:00:00,2112.5862292214583,2027.740338005043,169006.89833771667,59274.21659663278
2023-03-02 04:00:00,2165.3106820690136,1778.7740488545019,173224.8545655211,58257.737023040936
2023-03-02 05:00:00,1944.9408638305022,1906.3195747578347,155595.2691064402,53693.78607311055
2023-03-02 06:00:00,2331.0990469358594,1658.1533995235081,186487.92375486874,60957.54634885635
2023-03-02 07:00:00,2523.223922789809,1794.4198130921322,201857.91382318473,67493.20865402755
2023-03-02 08:00:00,2124.103632178546,1866.7852239280214,169928.2905742837,60591.4109426154
2023-03-02 09:00:00,2448.8077698632414,1680.6602027191686,195904.6215890593,65135.07080956957
2023-03-02 10:00:00,2236.0890905879774,1994.1347376953067,178887.12724703818,63880.72247605129
2023-03-02 11:00:00,2063.1367172745513,1810.013360635638,165050.93738196412,57047.27818816404
2023-03-02 12:00:00,2110.2026379868175,1670.3162325566193,168816.21103894542,56365.92716860059
2023-03-02 13:00:00,2315.3475878687077,1671.022558151432,185227.80702949662,61534.789463125686
2023-03-02 14:00:00,2270.7432201993656,1703.374153093511,181659.45761594924,59307.11891584292
2023-03-02 15:00:00,2280.056519665854,1802.9609904976528,182404.5215732683,60230.66725402399
2023-03-02 16:00:00,2430.516276415048,1637.4710714609237,194441.30211320386,62286.30657322627
2023-03-02 17:00:00,2156.7967644242094,1802.1446465092552,172543.74115393675,58061.32457572372
2023-03-02 18:00:00,1994.6532670220106,2042.2659303215564,159572.26136176084,58894.06098807558
2023-03-02 19:00:00,2230.38265540178,1541.954477588548,178430.6124321424,61304.92730187187
2023-03-02 20:00:00,2524.1163266173694,1769.407077753365,201929.30612938956,65625.26158453625
2023-03-02 21:00:00,2072.3051754324315,1828.0003802444667,165784.41403459452,58526.23281759491
2023-03-02 22:00:00,2107.554603951214,1764.2563805101397,168604.36831609713,57155.82872810094
2023-03-02 23:00:00,2579.1591253832676,1717.4799775218908,206332.7300306614,68066.3421901698
2023-03-03 00:00:00,2190.9433992960685,1800.219202035212,175275.4719436855,58244.81734694094
2023-03-03 01:00:00,2068.924331140936,1764.383158951657,165513.94649127487,57153.69706078248
